Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-23, Sale Price: $22.02, Platform: Twitter, Likes: 84, Shares: 31, Comments: 43, Inquiries: 18,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-04-11, Sale Price: $35.11, Platform: Twitter, Likes: 119, Shares: 20, Comments: 37, Inquiries: 13,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-09, Sale Price: $83.85, Platform: Twitter, Likes: 449, Shares: 24, Comments: 25, Inquiries: 17,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-05-14, Sale Price: $34.95, Platform: Facebook, Likes: 52, Shares: 86, Comments: 15, Inquiries: 4,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-03-29, Sale Price: $75.81, Platform: Instagram, Likes: 328, Shares: 43, Comments: 35, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-04-07, Sale Price: $49.35, Platform: Instagram, Likes: 171, Shares: 87, Comments: 41, Inquiries: 10,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-05-19, Sale Price: $50.47, Platform: Twitter, Likes: 440, Shares: 82, Comments: 27, Inquiries: 12,Sales: 2
Product: Custom Silver Necklace, Date: 2023-04-27, Sale Price: $70.45, Platform: Instagram, Likes: 149, Shares: 54, Comments: 50, Inquiries: 18,Sales: 7
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-10, Sale Price: $32.32, Platform: Facebook, Likes: 500, Shares: 18, Comments: 40, Inquiries: 18,Sales: 9
Product: Artisan Glass Earrings, Date: 2023-04-13, Sale Price: $65.55, Platform: Twitter, Likes: 453, Shares: 59, Comments: 16, Inquiries: 4,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-29, Sale Price: $57.33, Platform: Twitter, Likes: 151, Shares: 21, Comments: 27, Inquiries: 9,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-05-18, Sale Price: $44.18, Platform: Twitter, Likes: 316, Shares: 10, Comments: 6, Inquiries: 17,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-12, Sale Price: $50.17, Platform: Instagram, Likes: 120, Shares: 62, Comments: 5, Inquiries: 7,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-04-13, Sale Price: $70.5, Platform: Instagram, Likes: 436, Shares: 70, Comments: 5, Inquiries: 4,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-05-07, Sale Price: $45.31, Platform: Instagram, Likes: 136, Shares: 34, Comments: 34, Inquiries: 8,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-30, Sale Price: $96.48, Platform: Facebook, Likes: 169, Shares: 20, Comments: 49, Inquiries: 8,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-05-26, Sale Price: $35.79, Platform: Facebook, Likes: 218, Shares: 26, Comments: 16, Inquiries: 16,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-04-04, Sale Price: $27.76, Platform: Facebook, Likes: 241, Shares: 37, Comments: 32, Inquiries: 2,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-22, Sale Price: $59.25, Platform: Instagram, Likes: 347, Shares: 37, Comments: 35, Inquiries: 14,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-04-20, Sale Price: $62.41, Platform: Instagram, Likes: 144, Shares: 25, Comments: 23, Inquiries: 3,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-04-28, Sale Price: $21.82, Platform: Twitter, Likes: 297, Shares: 64, Comments: 36, Inquiries: 0,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-05-03, Sale Price: $32.81, Platform: Facebook, Likes: 155, Shares: 34, Comments: 16, Inquiries: 12,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-03-24, Sale Price: $51.69, Platform: Facebook, Likes: 308, Shares: 20, Comments: 8, Inquiries: 2,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-04-11, Sale Price: $62.31, Platform: Instagram, Likes: 448, Shares: 27, Comments: 41, Inquiries: 11,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-08, Sale Price: $96.44, Platform: Instagram, Likes: 437, Shares: 41, Comments: 29, Inquiries: 2,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-27, Sale Price: $72.99, Platform: Instagram, Likes: 483, Shares: 66, Comments: 16, Inquiries: 8,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-02, Sale Price: $40.26, Platform: Instagram, Likes: 415, Shares: 80, Comments: 33, Inquiries: 10,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-05-18, Sale Price: $99.69, Platform: Instagram, Likes: 420, Shares: 34, Comments: 40, Inquiries: 20,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-05-16, Sale Price: $72.53, Platform: Facebook, Likes: 298, Shares: 84, Comments: 48, Inquiries: 10,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-05-10, Sale Price: $21.78, Platform: Twitter, Likes: 149, Shares: 25, Comments: 43, Inquiries: 17,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-04-30, Sale Price: $55.11, Platform: Twitter, Likes: 106, Shares: 83, Comments: 41, Inquiries: 18,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-30, Sale Price: $86.7, Platform: Instagram, Likes: 394, Shares: 69, Comments: 38, Inquiries: 16,Sales: 6
Product: Personalized Leather Wallet, Date: 2023-05-26, Sale Price: $32.31, Platform: Facebook, Likes: 328, Shares: 36, Comments: 13, Inquiries: 19,Sales: 9
Product: Handcrafted Wooden Bowl, Date: 2023-05-24, Sale Price: $51.52, Platform: Instagram, Likes: 241, Shares: 84, Comments: 50, Inquiries: 5,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-03-02, Sale Price: $44.52, Platform: Instagram, Likes: 311, Shares: 10, Comments: 8, Inquiries: 1,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-16, Sale Price: $69.46, Platform: Twitter, Likes: 144, Shares: 92, Comments: 46, Inquiries: 4,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-28, Sale Price: $59.31, Platform: Instagram, Likes: 457, Shares: 13, Comments: 49, Inquiries: 18,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-05-01, Sale Price: $86.89, Platform: Facebook, Likes: 360, Shares: 27, Comments: 34, Inquiries: 19,Sales: 9
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-21, Sale Price: $91.17, Platform: Twitter, Likes: 84, Shares: 62, Comments: 41, Inquiries: 10,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-04-23, Sale Price: $53.94, Platform: Twitter, Likes: 417, Shares: 29, Comments: 42, Inquiries: 0,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-30, Sale Price: $27.47, Platform: Instagram, Likes: 366, Shares: 70, Comments: 28, Inquiries: 7,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-24, Sale Price: $26.41, Platform: Twitter, Likes: 184, Shares: 43, Comments: 32, Inquiries: 13,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-04-17, Sale Price: $82.17, Platform: Instagram, Likes: 408, Shares: 37, Comments: 45, Inquiries: 15,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-05-03, Sale Price: $58.23, Platform: Facebook, Likes: 210, Shares: 87, Comments: 22, Inquiries: 12,Sales: 6
Product: Custom Silver Necklace, Date: 2023-04-23, Sale Price: $59.18, Platform: Instagram, Likes: 252, Shares: 75, Comments: 44, Inquiries: 10,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-10, Sale Price: $53.34, Platform: Facebook, Likes: 138, Shares: 98, Comments: 39, Inquiries: 18,Sales: 9
Product: Decorative Beaded Bracelet, Date: 2023-05-17, Sale Price: $36.28, Platform: Instagram, Likes: 324, Shares: 94, Comments: 40, Inquiries: 6,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-17, Sale Price: $59.24, Platform: Instagram, Likes: 303, Shares: 81, Comments: 10, Inquiries: 15,Sales: 6
Product: Custom Silver Necklace, Date: 2023-04-02, Sale Price: $69.11, Platform: Twitter, Likes: 123, Shares: 97, Comments: 38, Inquiries: 7,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-03, Sale Price: $74.76, Platform: Twitter, Likes: 468, Shares: 58, Comments: 22, Inquiries: 5,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-03-09, Sale Price: $75.4, Platform: Twitter, Likes: 262, Shares: 50, Comments: 20, Inquiries: 20,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-05-21, Sale Price: $80.9, Platform: Facebook, Likes: 127, Shares: 83, Comments: 34, Inquiries: 4,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-03-14, Sale Price: $78.93, Platform: Facebook, Likes: 253, Shares: 89, Comments: 7, Inquiries: 8,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-02, Sale Price: $97.87, Platform: Twitter, Likes: 77, Shares: 36, Comments: 42, Inquiries: 20,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-08, Sale Price: $99.57, Platform: Twitter, Likes: 485, Shares: 52, Comments: 37, Inquiries: 4,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-08, Sale Price: $66.43, Platform: Facebook, Likes: 171, Shares: 14, Comments: 31, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-27, Sale Price: $87.87, Platform: Twitter, Likes: 370, Shares: 83, Comments: 37, Inquiries: 11,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-01, Sale Price: $22.08, Platform: Twitter, Likes: 315, Shares: 27, Comments: 28, Inquiries: 6,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-05-10, Sale Price: $80.08, Platform: Twitter, Likes: 165, Shares: 34, Comments: 46, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-14, Sale Price: $46.89, Platform: Twitter, Likes: 217, Shares: 28, Comments: 11, Inquiries: 15,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-24, Sale Price: $63.09, Platform: Twitter, Likes: 176, Shares: 38, Comments: 41, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-18, Sale Price: $47.72, Platform: Instagram, Likes: 456, Shares: 30, Comments: 42, Inquiries: 7,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-11, Sale Price: $31.42, Platform: Instagram, Likes: 147, Shares: 10, Comments: 47, Inquiries: 20,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-05-07, Sale Price: $67.75, Platform: Instagram, Likes: 447, Shares: 84, Comments: 17, Inquiries: 12,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-10, Sale Price: $43.04, Platform: Instagram, Likes: 376, Shares: 78, Comments: 16, Inquiries: 17,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-05-10, Sale Price: $88.43, Platform: Instagram, Likes: 305, Shares: 74, Comments: 21, Inquiries: 10,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-30, Sale Price: $91.91, Platform: Instagram, Likes: 358, Shares: 65, Comments: 5, Inquiries: 12,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-05-23, Sale Price: $63.07, Platform: Facebook, Likes: 81, Shares: 93, Comments: 37, Inquiries: 2,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-27, Sale Price: $39.09, Platform: Instagram, Likes: 131, Shares: 58, Comments: 46, Inquiries: 17,Sales: 6
Product: Handcrafted Wooden Bowl, Date: 2023-03-20, Sale Price: $32.32, Platform: Facebook, Likes: 133, Shares: 60, Comments: 35, Inquiries: 10,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-04-03, Sale Price: $52.12, Platform: Twitter, Likes: 438, Shares: 56, Comments: 44, Inquiries: 17,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-03-14, Sale Price: $64.55, Platform: Instagram, Likes: 108, Shares: 99, Comments: 16, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-03-08, Sale Price: $30.85, Platform: Instagram, Likes: 236, Shares: 97, Comments: 18, Inquiries: 2,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-03-11, Sale Price: $42.62, Platform: Twitter, Likes: 233, Shares: 61, Comments: 16, Inquiries: 2,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-24, Sale Price: $26.79, Platform: Twitter, Likes: 330, Shares: 53, Comments: 25, Inquiries: 12,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-01, Sale Price: $41.17, Platform: Facebook, Likes: 488, Shares: 15, Comments: 45, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-08, Sale Price: $90.97, Platform: Twitter, Likes: 445, Shares: 91, Comments: 16, Inquiries: 5,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-04-07, Sale Price: $29.34, Platform: Facebook, Likes: 471, Shares: 74, Comments: 23, Inquiries: 14,Sales: 7
Product: Handmade Ceramic Vase, Date: 2023-03-07, Sale Price: $88.94, Platform: Instagram, Likes: 378, Shares: 90, Comments: 33, Inquiries: 13,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-05-17, Sale Price: $65.85, Platform: Facebook, Likes: 310, Shares: 16, Comments: 7, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-03-02, Sale Price: $71.3, Platform: Twitter, Likes: 112, Shares: 98, Comments: 25, Inquiries: 11,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-21, Sale Price: $42.24, Platform: Instagram, Likes: 220, Shares: 25, Comments: 10, Inquiries: 0,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-04-19, Sale Price: $84.89, Platform: Facebook, Likes: 420, Shares: 37, Comments: 38, Inquiries: 18,Sales: 9
Product: Artisan Glass Earrings, Date: 2023-03-29, Sale Price: $51.41, Platform: Instagram, Likes: 337, Shares: 16, Comments: 10, Inquiries: 13,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-05-13, Sale Price: $41.96, Platform: Twitter, Likes: 279, Shares: 11, Comments: 21, Inquiries: 14,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-05, Sale Price: $90.86, Platform: Instagram, Likes: 192, Shares: 47, Comments: 48, Inquiries: 20,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-05-23, Sale Price: $79.24, Platform: Instagram, Likes: 165, Shares: 34, Comments: 19, Inquiries: 18,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-03-06, Sale Price: $43.64, Platform: Twitter, Likes: 471, Shares: 54, Comments: 14, Inquiries: 15,Sales: 3
Product: Custom Silver Necklace, Date: 2023-03-12, Sale Price: $87.62, Platform: Instagram, Likes: 50, Shares: 14, Comments: 17, Inquiries: 7,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-01, Sale Price: $70.49, Platform: Twitter, Likes: 466, Shares: 18, Comments: 9, Inquiries: 13,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-18, Sale Price: $68.53, Platform: Instagram, Likes: 497, Shares: 56, Comments: 40, Inquiries: 9,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-29, Sale Price: $50.47, Platform: Twitter, Likes: 283, Shares: 23, Comments: 25, Inquiries: 15,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-15, Sale Price: $40.57, Platform: Facebook, Likes: 366, Shares: 79, Comments: 15, Inquiries: 13,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-04-26, Sale Price: $30.43, Platform: Instagram, Likes: 76, Shares: 89, Comments: 24, Inquiries: 15,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-05, Sale Price: $93.79, Platform: Facebook, Likes: 176, Shares: 40, Comments: 13, Inquiries: 10,Sales: 5
Product: Vintage Style Linen Dress, Date: 2023-05-10, Sale Price: $67.57, Platform: Facebook, Likes: 214, Shares: 41, Comments: 13, Inquiries: 10,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-05-24, Sale Price: $76.51, Platform: Facebook, Likes: 182, Shares: 78, Comments: 21, Inquiries: 12,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-04, Sale Price: $49.33, Platform: Instagram, Likes: 466, Shares: 13, Comments: 42, Inquiries: 17,Sales: 6
Product: Natural Stone Coaster Set, Date: 2023-04-07, Sale Price: $90.63, Platform: Facebook, Likes: 246, Shares: 78, Comments: 48, Inquiries: 15,Sales: 7
Product: Artisan Glass Earrings, Date: 2023-05-04, Sale Price: $57.13, Platform: Facebook, Likes: 453, Shares: 70, Comments: 45, Inquiries: 18,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-03-07, Sale Price: $79.51, Platform: Facebook, Likes: 256, Shares: 14, Comments: 21, Inquiries: 18,Sales: 9
Product: Custom Silver Necklace, Date: 2023-03-23, Sale Price: $89.82, Platform: Twitter, Likes: 98, Shares: 46, Comments: 44, Inquiries: 15,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-03-25, Sale Price: $32.6, Platform: Instagram, Likes: 379, Shares: 67, Comments: 15, Inquiries: 7,Sales: 2
Product: Custom Silver Necklace, Date: 2023-03-29, Sale Price: $58.42, Platform: Facebook, Likes: 228, Shares: 45, Comments: 36, Inquiries: 10,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-04-01, Sale Price: $64.79, Platform: Instagram, Likes: 108, Shares: 68, Comments: 47, Inquiries: 6,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-18, Sale Price: $26.24, Platform: Facebook, Likes: 292, Shares: 86, Comments: 17, Inquiries: 15,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-03-09, Sale Price: $64.37, Platform: Facebook, Likes: 101, Shares: 61, Comments: 50, Inquiries: 14,Sales: 7
Product: Handmade Ceramic Vase, Date: 2023-04-21, Sale Price: $27.29, Platform: Instagram, Likes: 349, Shares: 30, Comments: 36, Inquiries: 17,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-03-04, Sale Price: $71.83, Platform: Instagram, Likes: 404, Shares: 85, Comments: 19, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-03-29, Sale Price: $67.44, Platform: Facebook, Likes: 314, Shares: 57, Comments: 41, Inquiries: 15,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-03-17, Sale Price: $58.3, Platform: Instagram, Likes: 203, Shares: 100, Comments: 22, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-26, Sale Price: $54.81, Platform: Twitter, Likes: 419, Shares: 87, Comments: 45, Inquiries: 15,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-05-04, Sale Price: $66.88, Platform: Twitter, Likes: 75, Shares: 39, Comments: 47, Inquiries: 13,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-05-27, Sale Price: $83.19, Platform: Twitter, Likes: 177, Shares: 60, Comments: 19, Inquiries: 15,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-24, Sale Price: $64.74, Platform: Instagram, Likes: 355, Shares: 66, Comments: 25, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-03-07, Sale Price: $27.52, Platform: Instagram, Likes: 406, Shares: 29, Comments: 45, Inquiries: 3,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-05-02, Sale Price: $46.96, Platform: Facebook, Likes: 175, Shares: 90, Comments: 29, Inquiries: 14,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-05-01, Sale Price: $80.78, Platform: Twitter, Likes: 122, Shares: 65, Comments: 14, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-03-18, Sale Price: $36.6, Platform: Instagram, Likes: 400, Shares: 37, Comments: 24, Inquiries: 10,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-20, Sale Price: $86.69, Platform: Twitter, Likes: 185, Shares: 44, Comments: 40, Inquiries: 6,Sales: 1
Product: Custom Silver Necklace, Date: 2023-05-09, Sale Price: $45.95, Platform: Facebook, Likes: 371, Shares: 66, Comments: 32, Inquiries: 0,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-03-12, Sale Price: $36.84, Platform: Facebook, Likes: 176, Shares: 99, Comments: 44, Inquiries: 11,Sales: 5
Product: Natural Stone Coaster Set, Date: 2023-05-28, Sale Price: $46.16, Platform: Instagram, Likes: 422, Shares: 35, Comments: 34, Inquiries: 9,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-03-27, Sale Price: $52.33, Platform: Twitter, Likes: 251, Shares: 28, Comments: 20, Inquiries: 16,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-03-03, Sale Price: $69.36, Platform: Twitter, Likes: 452, Shares: 90, Comments: 50, Inquiries: 14,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-14, Sale Price: $96.78, Platform: Facebook, Likes: 60, Shares: 73, Comments: 40, Inquiries: 16,Sales: 8
Product: Vintage Style Linen Dress, Date: 2023-04-16, Sale Price: $78.28, Platform: Facebook, Likes: 393, Shares: 90, Comments: 26, Inquiries: 4,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-04, Sale Price: $91.31, Platform: Twitter, Likes: 215, Shares: 73, Comments: 42, Inquiries: 10,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-27, Sale Price: $78.83, Platform: Instagram, Likes: 152, Shares: 93, Comments: 28, Inquiries: 4,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-05-16, Sale Price: $78.02, Platform: Twitter, Likes: 243, Shares: 65, Comments: 22, Inquiries: 0,Sales: 0
